No,Kota,Produk,Harga Satuan,Jumlah Pesanan,Tipe Pembayaran,Tipe Pengiriman,Rating Produk,Harga Total
4030,Bandung,Tas Ransel,508075,4,Kartu Kredit,Kilat,2.3,2032300
4031,Jakarta,Tas Ransel,251572,2,COD,Hemat,2.6,503144
4032,Surabaya,Sneakers,777130,2,Kartu Kredit,Kilat,4.6,1554260
4033,Makassar,Sneakers,640587,2,ShopeePay,Same Day,4,1281174
4034,Yogyakarta,Sneakers,710034,3,Kartu Kredit,Reguler,4.9,2130102
4035,Makassar,Sneakers,169177,1,Transfer Bank,Hemat,4.1,169177
4036,Makassar,Sneakers,180811,2,ShopeePay,Kilat,2.8,361622
4037,Bandung,Tas Ransel,526957,2,COD,Same Day,3.1,1053914
4038,Denpasar,Kemeja,183041,2,COD,Reguler,4.6,366082
4039,Denpasar,Kemeja,558785,4,Kartu Kredit,Reguler,3.2,2235140
4040,Surabaya,Lipstik,415032,3,COD,Kilat,2,1245096
4041,Medan,Kemeja,798492,4,Transfer Bank,Reguler,2.7,3193968
4042,Denpasar,Jam Tangan,925347,4,ShopeePay,Same Day,3.1,3701388
4043,Makassar,Kemeja,277471,1,Transfer Bank,Reguler,1.4,277471
4044,Denpasar,Tas Ransel,112019,4,Transfer Bank,Hemat,4,448076
4045,Makassar,Sneakers,734614,1,Transfer Bank,Hemat,1.4,734614
4046,Semarang,Earphone,129017,4,Transfer Bank,Kilat,2.6,516068
4047,Bandung,Earphone,875817,2,ShopeePay,Same Day,4.2,1751634
4048,Bandung,Jam Tangan,238220,3,ShopeePay,Reguler,2.9,714660
4049,Medan,Parfum,125153,4,Transfer Bank,Reguler,4.4,500612
4050,Denpasar,Tas Ransel,578114,1,Transfer Bank,Reguler,2.4,578114
4051,Denpasar,Kaos,654322,3,COD,Hemat,4.8,1962966
4052,Yogyakarta,Celana Jeans,628530,1,COD,Same Day,1.8,628530
4053,Jakarta,Lipstik,929498,2,ShopeePay,Reguler,1.2,1858996
4054,Semarang,Kaos,594388,4,COD,Kilat,4.5,2377552
4055,Bandung,Tas Ransel,765459,3,ShopeePay,Same Day,4,2296377
4056,Semarang,Kemeja,931602,2,ShopeePay,Same Day,1.9,1863204
4057,Bandung,Sneakers,941863,4,Kartu Kredit,Reguler,4.9,3767452
4058,Semarang,Kaos,378349,4,ShopeePay,Hemat,3,1513396
4059,Surabaya,Celana Jeans,32809,1,COD,Same Day,4.8,32809
4060,Makassar,Parfum,608738,1,Kartu Kredit,Kilat,3,608738
4061,Bandung,Earphone,320572,2,COD,Same Day,2.9,641144
4062,Semarang,Parfum,879222,1,ShopeePay,Hemat,2.8,879222
4063,Denpasar,Celana Jeans,131126,2,ShopeePay,Kilat,2.3,262252
4064,Jakarta,Sneakers,372465,2,Transfer Bank,Hemat,3.1,744930
4065,Surabaya,Kemeja,808525,2,ShopeePay,Reguler,2.8,1617050
4066,Surabaya,Celana Jeans,588786,1,Kartu Kredit,Same Day,1.1,588786
4067,Jakarta,Lipstik,660539,3,ShopeePay,Kilat,2,1981617
4068,Semarang,Celana Jeans,585273,2,Transfer Bank,Hemat,1.9,1170546
4069,Denpasar,Tas Ransel,838441,3,ShopeePay,Reguler,4.5,2515323
4070,Medan,Kemeja,410659,4,ShopeePay,Kilat,3.4,1642636
4071,Jakarta,Sneakers,37718,1,ShopeePay,Same Day,4.1,37718
4072,Semarang,Earphone,298849,1,Transfer Bank,Same Day,4.8,298849
4073,Jakarta,Earphone,369762,3,COD,Hemat,3.6,1109286
4074,Jakarta,Celana Jeans,82598,4,ShopeePay,Kilat,4.9,330392
4075,Bandung,Tas Ransel,884310,4,Kartu Kredit,Reguler,2.2,3537240
4076,Semarang,Kaos,294383,2,Transfer Bank,Reguler,1.7,588766
4077,Medan,Parfum,853054,1,Kartu Kredit,Reguler,2.6,853054
4078,Makassar,Parfum,590953,4,ShopeePay,Hemat,2.9,2363812
4079,Bandung,Parfum,838706,4,Transfer Bank,Reguler,4.6,3354824
4080,Jakarta,Kaos,948923,2,ShopeePay,Kilat,3.2,1897846
4081,Makassar,Tas Ransel,914800,2,Kartu Kredit,Hemat,2.2,1829600
4082,Yogyakarta,Parfum,166075,3,Transfer Bank,Same Day,4,498225
4083,Makassar,Lipstik,706226,1,COD,Hemat,3,706226
4084,Jakarta,Kaos,173060,4,COD,Hemat,1.6,692240
4085,Jakarta,Kaos,469110,3,COD,Hemat,3.3,1407330
4086,Denpasar,Sneakers,914995,1,ShopeePay,Kilat,4.6,914995
4087,Semarang,Sneakers,535340,3,Transfer Bank,Same Day,4.4,1606020
4088,Semarang,Kemeja,241516,1,Kartu Kredit,Same Day,3.3,241516
4089,Bandung,Lipstik,681034,1,Kartu Kredit,Hemat,2.5,681034
4090,Medan,Lipstik,745898,4,ShopeePay,Hemat,1.3,2983592
4091,Bandung,Kemeja,375247,1,ShopeePay,Hemat,2.9,375247
4092,Surabaya,Lipstik,86446,2,Kartu Kredit,Kilat,4,172892
4093,Jakarta,Jam Tangan,573360,4,Transfer Bank,Kilat,2.4,2293440
4094,Makassar,Power Bank,53717,2,ShopeePay,Reguler,1.9,107434
4095,Yogyakarta,Parfum,238417,3,Transfer Bank,Same Day,4.7,715251
4096,Jakarta,Sneakers,177723,3,Kartu Kredit,Reguler,4.3,533169
4097,Jakarta,Kemeja,399346,1,Transfer Bank,Reguler,3.6,399346
4098,Bandung,Kemeja,981795,1,COD,Hemat,1.5,981795
4099,Yogyakarta,Lipstik,404533,2,Kartu Kredit,Kilat,1.6,809066
4100,Yogyakarta,Kaos,129525,2,COD,Reguler,1.4,259050
4101,Yogyakarta,Earphone,476566,2,Kartu Kredit,Reguler,3.5,953132
4102,Bandung,Celana Jeans,233092,3,COD,Reguler,1.5,699276
4103,Jakarta,Celana Jeans,24646,2,Transfer Bank,Hemat,4.4,49292
4104,Bandung,Kemeja,321857,4,Kartu Kredit,Hemat,5,1287428
4105,Semarang,Parfum,350080,4,Kartu Kredit,Kilat,2.5,1400320
4106,Semarang,Jam Tangan,195403,3,COD,Reguler,2.8,586209
4107,Bandung,Parfum,304329,2,Transfer Bank,Reguler,3.8,608658
4108,Yogyakarta,Kemeja,366407,2,Kartu Kredit,Kilat,4.7,732814
4109,Denpasar,Parfum,774016,1,ShopeePay,Kilat,4.6,774016
4110,Jakarta,Sneakers,596395,4,COD,Kilat,1.2,2385580
4111,Bandung,Parfum,789153,3,Kartu Kredit,Same Day,1.7,2367459
4112,Bandung,Lipstik,479770,2,Transfer Bank,Kilat,4,959540
4113,Bandung,Lipstik,823995,1,Transfer Bank,Hemat,3.8,823995
4114,Denpasar,Jam Tangan,615017,3,Transfer Bank,Same Day,1.5,1845051
4115,Denpasar,Sneakers,297845,3,Transfer Bank,Kilat,3,893535
4116,Surabaya,Earphone,220144,4,COD,Hemat,4.1,880576
4117,Semarang,Kaos,985721,2,Kartu Kredit,Kilat,1.9,1971442
4118,Makassar,Sneakers,982114,3,COD,Kilat,4.5,2946342
4119,Yogyakarta,Tas Ransel,759782,1,COD,Same Day,1.2,759782
4120,Medan,Power Bank,515339,1,Transfer Bank,Hemat,4.1,515339
4121,Denpasar,Kemeja,796903,3,ShopeePay,Reguler,3.5,2390709
4122,Makassar,Tas Ransel,987635,1,Transfer Bank,Kilat,2.3,987635
4123,Denpasar,Jam Tangan,672619,3,ShopeePay,Same Day,3.9,2017857
4124,Yogyakarta,Tas Ransel,704770,1,COD,Hemat,4.1,704770
4125,Medan,Lipstik,119280,3,Transfer Bank,Kilat,4.7,357840
4126,Surabaya,Parfum,734075,3,Transfer Bank,Reguler,2.5,2202225
4127,Bandung,Kaos,58665,3,COD,Hemat,3.7,175995
4128,Surabaya,Celana Jeans,298101,1,Transfer Bank,Hemat,3.4,298101
4129,Denpasar,Kemeja,985631,3,Kartu Kredit,Same Day,3.1,2956893
4130,Surabaya,Celana Jeans,852440,4,ShopeePay,Kilat,4.6,3409760
4131,Makassar,Parfum,868352,3,ShopeePay,Kilat,1,2605056
4132,Jakarta,Lipstik,803573,2,ShopeePay,Hemat,2.1,1607146
4133,Denpasar,Lipstik,708235,2,Transfer Bank,Kilat,3.2,1416470
4134,Denpasar,Parfum,133828,4,Kartu Kredit,Hemat,1.7,535312
4135,Makassar,Kemeja,930284,3,Transfer Bank,Reguler,4.6,2790852
4136,Semarang,Celana Jeans,676986,2,ShopeePay,Same Day,3.6,1353972
4137,Medan,Sneakers,110815,3,Transfer Bank,Kilat,2.9,332445
4138,Bandung,Lipstik,214894,2,ShopeePay,Kilat,4.3,429788
4139,Makassar,Celana Jeans,747773,1,COD,Same Day,2.8,747773
4140,Medan,Earphone,184714,1,ShopeePay,Reguler,3.2,184714
4141,Yogyakarta,Celana Jeans,844743,4,COD,Reguler,1,3378972
4142,Medan,Earphone,52356,4,COD,Reguler,2.5,209424
4143,Yogyakarta,Earphone,285953,3,COD,Reguler,1.6,857859
4144,Makassar,Lipstik,980875,4,ShopeePay,Reguler,3.8,3923500
4145,Denpasar,Kemeja,841307,3,Kartu Kredit,Hemat,2.9,2523921
4146,Denpasar,Jam Tangan,785409,1,ShopeePay,Kilat,2.2,785409
4147,Semarang,Lipstik,291609,1,Transfer Bank,Kilat,2.9,291609
4148,Makassar,Kemeja,741455,2,Transfer Bank,Kilat,1.8,1482910
4149,Yogyakarta,Kemeja,355988,3,Kartu Kredit,Hemat,4.7,1067964
4150,Medan,Tas Ransel,216322,1,Kartu Kredit,Same Day,1.2,216322
4151,Medan,Parfum,893321,1,Kartu Kredit,Reguler,4.5,893321
4152,Yogyakarta,Parfum,559538,3,COD,Same Day,3,1678614
4153,Surabaya,Parfum,66023,2,Kartu Kredit,Reguler,3.5,132046
4154,Semarang,Power Bank,645638,2,Kartu Kredit,Reguler,2.2,1291276
4155,Jakarta,Lipstik,197696,2,Kartu Kredit,Same Day,4.9,395392
4156,Denpasar,Kemeja,560715,2,ShopeePay,Kilat,2.1,1121430
4157,Bandung,Tas Ransel,446492,1,Transfer Bank,Hemat,3.4,446492
4158,Medan,Earphone,878075,3,Transfer Bank,Same Day,5,2634225
4159,Bandung,Jam Tangan,230084,3,Kartu Kredit,Kilat,4.5,690252
4160,Jakarta,Jam Tangan,154511,1,Transfer Bank,Reguler,3.1,154511
4161,Makassar,Earphone,499064,1,ShopeePay,Kilat,5,499064
4162,Bandung,Celana Jeans,762691,1,Transfer Bank,Reguler,3.8,762691
4163,Jakarta,Celana Jeans,98672,4,COD,Reguler,1.8,394688
4164,Denpasar,Parfum,492919,3,ShopeePay,Kilat,2.6,1478757
4165,Yogyakarta,Lipstik,37300,3,Transfer Bank,Reguler,2.3,111900
4166,Surabaya,Power Bank,342433,3,Transfer Bank,Hemat,2.4,1027299
4167,Denpasar,Tas Ransel,430398,2,ShopeePay,Kilat,4,860796
4168,Medan,Jam Tangan,483723,1,Transfer Bank,Same Day,3.3,483723
4169,Jakarta,Parfum,464128,1,Transfer Bank,Reguler,1.2,464128
4170,Bandung,Kaos,964413,1,Kartu Kredit,Reguler,4.5,964413
4171,Medan,Parfum,39659,4,COD,Hemat,2.2,158636
4172,Surabaya,Kaos,706763,3,ShopeePay,Hemat,5,2120289
4173,Yogyakarta,Sneakers,265259,1,Kartu Kredit,Same Day,4.8,265259
4174,Makassar,Kemeja,446802,4,Transfer Bank,Reguler,4.8,1787208
4175,Medan,Earphone,30360,1,ShopeePay,Same Day,4.2,30360
4176,Makassar,Kemeja,827856,2,ShopeePay,Same Day,1.9,1655712
4177,Jakarta,Parfum,642323,3,COD,Reguler,3.1,1926969
4178,Surabaya,Kemeja,523447,4,COD,Same Day,1.9,2093788
4179,Bandung,Tas Ransel,68791,1,ShopeePay,Same Day,2,68791
4180,Surabaya,Sneakers,416281,3,COD,Hemat,3.4,1248843
4181,Surabaya,Power Bank,744155,4,COD,Hemat,1.2,2976620
4182,Semarang,Sneakers,528810,3,Transfer Bank,Same Day,4.9,1586430
4183,Surabaya,Jam Tangan,294444,3,COD,Reguler,4.7,883332
4184,Surabaya,Tas Ransel,577658,2,COD,Hemat,2.5,1155316
4185,Denpasar,Kemeja,745191,3,Kartu Kredit,Same Day,3.1,2235573
4186,Medan,Power Bank,47209,4,Transfer Bank,Kilat,2.9,188836
4187,Bandung,Kemeja,521503,3,Transfer Bank,Kilat,4.5,1564509
4188,Denpasar,Lipstik,303071,4,ShopeePay,Same Day,3.8,1212284
4189,Denpasar,Lipstik,578867,3,COD,Kilat,2.1,1736601
4190,Medan,Celana Jeans,523623,1,Kartu Kredit,Hemat,2.8,523623
4191,Medan,Sneakers,815464,2,Kartu Kredit,Reguler,2.7,1630928
4192,Jakarta,Power Bank,637542,1,Transfer Bank,Same Day,4.8,637542
4193,Medan,Lipstik,884845,2,COD,Hemat,1.7,1769690
4194,Semarang,Celana Jeans,978235,4,Kartu Kredit,Reguler,1.4,3912940
4195,Semarang,Tas Ransel,657816,2,ShopeePay,Kilat,4.5,1315632
4196,Denpasar,Power Bank,767562,3,COD,Kilat,4.6,2302686
4197,Makassar,Celana Jeans,991271,3,COD,Kilat,4.5,2973813
4198,Jakarta,Earphone,406060,1,COD,Kilat,3,406060
4199,Makassar,Power Bank,782580,2,Kartu Kredit,Hemat,3.6,1565160
4200,Makassar,Parfum,878734,4,Transfer Bank,Hemat,3.3,3514936
4201,Denpasar,Celana Jeans,725314,4,Transfer Bank,Reguler,1.3,2901256
4202,Yogyakarta,Kemeja,268342,3,ShopeePay,Same Day,3.4,805026
4203,Denpasar,Parfum,763725,4,Kartu Kredit,Reguler,1.1,3054900
4204,Bandung,Earphone,892189,3,COD,Same Day,2.3,2676567
4205,Bandung,Lipstik,438318,3,ShopeePay,Kilat,4.7,1314954
4206,Medan,Kaos,971937,3,ShopeePay,Kilat,2.2,2915811
4207,Medan,Celana Jeans,822364,1,Transfer Bank,Kilat,4.8,822364
4208,Yogyakarta,Tas Ransel,832146,1,COD,Kilat,2,832146
4209,Medan,Celana Jeans,77803,3,COD,Hemat,2.3,233409
4210,Bandung,Kaos,452959,3,Kartu Kredit,Reguler,3.5,1358877
4211,Makassar,Earphone,153624,3,Kartu Kredit,Same Day,4,460872
4212,Denpasar,Earphone,600915,4,Kartu Kredit,Same Day,3,2403660
4213,Surabaya,Parfum,721347,3,ShopeePay,Hemat,4.5,2164041
4214,Semarang,Power Bank,361954,3,COD,Kilat,1.2,1085862
4215,Surabaya,Tas Ransel,65380,2,Transfer Bank,Reguler,4.7,130760
4216,Surabaya,Parfum,180322,2,ShopeePay,Kilat,1.8,360644
4217,Bandung,Tas Ransel,743704,2,ShopeePay,Hemat,4.5,1487408
4218,Surabaya,Tas Ransel,871118,2,Transfer Bank,Same Day,2.6,1742236
4219,Denpasar,Kaos,522610,3,Transfer Bank,Hemat,4.3,1567830
4220,Yogyakarta,Parfum,402465,2,Kartu Kredit,Same Day,3.7,804930
4221,Jakarta,Tas Ransel,539339,4,Transfer Bank,Reguler,1.7,2157356
4222,Medan,Jam Tangan,851460,4,Transfer Bank,Same Day,4.7,3405840
4223,Jakarta,Kaos,690655,2,Transfer Bank,Reguler,2,1381310
4224,Makassar,Earphone,919573,1,Transfer Bank,Kilat,2,919573
4225,Denpasar,Kaos,861680,4,Kartu Kredit,Kilat,4.3,3446720
4226,Denpasar,Kemeja,292667,4,ShopeePay,Hemat,1.4,1170668
4227,Semarang,Kemeja,327674,2,COD,Reguler,1.9,655348
4228,Denpasar,Tas Ransel,803413,2,COD,Kilat,3,1606826
4229,Medan,Parfum,558057,3,ShopeePay,Reguler,4.3,1674171
4230,Denpasar,Earphone,132035,4,COD,Kilat,1.6,528140
4231,Surabaya,Kaos,195717,2,COD,Kilat,3.2,391434
4232,Semarang,Parfum,766103,2,ShopeePay,Same Day,3.8,1532206
4233,Medan,Kaos,475358,3,COD,Hemat,4.4,1426074
4234,Yogyakarta,Kaos,776120,4,COD,Same Day,4.7,3104480
4235,Yogyakarta,Jam Tangan,700917,2,ShopeePay,Reguler,4.1,1401834
4236,Yogyakarta,Kemeja,779087,3,COD,Kilat,3.6,2337261
4237,Yogyakarta,Kaos,361926,2,Transfer Bank,Hemat,2.7,723852
4238,Surabaya,Jam Tangan,360526,1,ShopeePay,Kilat,1.4,360526
4239,Denpasar,Kemeja,188157,1,Kartu Kredit,Kilat,3.8,188157
4240,Jakarta,Jam Tangan,988212,2,COD,Same Day,5,1976424
4241,Medan,Parfum,464573,4,Kartu Kredit,Reguler,3.9,1858292
4242,Surabaya,Power Bank,917371,1,COD,Hemat,1.1,917371
4243,Yogyakarta,Kemeja,164542,3,Transfer Bank,Hemat,3,493626
4244,Makassar,Lipstik,885144,2,ShopeePay,Hemat,3.5,1770288
4245,Denpasar,Power Bank,662931,3,Kartu Kredit,Reguler,3.8,1988793
4246,Jakarta,Parfum,389561,1,ShopeePay,Hemat,3.9,389561
4247,Makassar,Kaos,230154,4,Kartu Kredit,Reguler,3.2,920616
4248,Semarang,Earphone,682165,3,COD,Hemat,1.9,2046495
4249,Makassar,Parfum,233396,1,Transfer Bank,Kilat,4.8,233396
4250,Semarang,Jam Tangan,934688,1,Kartu Kredit,Reguler,3.8,934688
4251,Semarang,Jam Tangan,770244,1,Kartu Kredit,Same Day,1.9,770244
4252,Yogyakarta,Jam Tangan,999532,3,Transfer Bank,Hemat,2.3,2998596
4253,Semarang,Jam Tangan,201844,1,Transfer Bank,Same Day,4.7,201844
4254,Bandung,Parfum,542797,2,Transfer Bank,Reguler,4.5,1085594
4255,Medan,Earphone,989608,1,Transfer Bank,Kilat,2.6,989608
4256,Medan,Celana Jeans,645710,2,Transfer Bank,Same Day,1.2,1291420
4257,Yogyakarta,Jam Tangan,371444,4,ShopeePay,Same Day,1.2,1485776
4258,Bandung,Celana Jeans,288774,2,COD,Kilat,2.1,577548
4259,Makassar,Earphone,930906,4,COD,Kilat,3.5,3723624
4260,Surabaya,Earphone,381013,4,Kartu Kredit,Reguler,3.3,1524052
4261,Makassar,Power Bank,822133,2,Transfer Bank,Hemat,3.5,1644266
4262,Denpasar,Kemeja,165931,4,ShopeePay,Same Day,3.9,663724
4263,Surabaya,Lipstik,434399,2,ShopeePay,Same Day,1.1,868798
4264,Semarang,Tas Ransel,977942,3,Kartu Kredit,Reguler,1.4,2933826
4265,Jakarta,Lipstik,903717,4,Transfer Bank,Hemat,2.4,3614868
4266,Surabaya,Parfum,661844,2,COD,Reguler,1.6,1323688
4267,Jakarta,Tas Ransel,248495,4,Transfer Bank,Same Day,1.3,993980
4268,Medan,Earphone,274809,1,ShopeePay,Same Day,3.6,274809
4269,Jakarta,Lipstik,979748,2,Transfer Bank,Kilat,4.3,1959496
4270,Medan,Sneakers,749672,1,COD,Kilat,4,749672
4271,Bandung,Kemeja,35021,4,COD,Hemat,4.3,140084
4272,Bandung,Lipstik,745223,4,Kartu Kredit,Same Day,3.7,2980892
4273,Yogyakarta,Kemeja,468781,3,ShopeePay,Same Day,3.9,1406343
4274,Yogyakarta,Celana Jeans,461259,2,Transfer Bank,Kilat,2.1,922518
4275,Semarang,Parfum,748510,1,Transfer Bank,Reguler,5,748510
4276,Surabaya,Kemeja,84361,3,Kartu Kredit,Reguler,1.7,253083
4277,Semarang,Celana Jeans,938749,4,Kartu Kredit,Same Day,1.9,3754996
4278,Medan,Jam Tangan,978515,4,Kartu Kredit,Same Day,2.2,3914060
4279,Semarang,Celana Jeans,816787,3,ShopeePay,Hemat,4.9,2450361
4280,Jakarta,Parfum,118841,1,Transfer Bank,Hemat,5,118841
4281,Medan,Power Bank,986196,4,Kartu Kredit,Kilat,4.2,3944784
4282,Yogyakarta,Jam Tangan,724364,4,ShopeePay,Same Day,3.5,2897456
4283,Bandung,Earphone,266300,2,Transfer Bank,Reguler,3.1,532600
4284,Yogyakarta,Kaos,180786,3,COD,Hemat,4.9,542358
4285,Surabaya,Celana Jeans,561486,4,Kartu Kredit,Kilat,3.8,2245944
4286,Medan,Celana Jeans,349095,1,ShopeePay,Kilat,4.8,349095
4287,Medan,Kemeja,939156,2,Transfer Bank,Reguler,2.3,1878312
4288,Jakarta,Earphone,456841,3,Transfer Bank,Hemat,2.3,1370523
4289,Surabaya,Lipstik,278466,1,Kartu Kredit,Reguler,4.4,278466
4290,Bandung,Sneakers,499198,4,Kartu Kredit,Kilat,1.6,1996792
4291,Makassar,Tas Ransel,563028,3,Transfer Bank,Same Day,4.8,1689084
4292,Medan,Celana Jeans,285954,3,ShopeePay,Reguler,3,857862
4293,Medan,Lipstik,930175,1,COD,Kilat,4.7,930175
4294,Jakarta,Sneakers,954073,3,Transfer Bank,Same Day,2.3,2862219
4295,Semarang,Tas Ransel,278308,1,ShopeePay,Same Day,3.9,278308
4296,Denpasar,Kaos,119855,4,Kartu Kredit,Hemat,2.9,479420
4297,Bandung,Kemeja,754480,2,Transfer Bank,Hemat,3.5,1508960
4298,Yogyakarta,Lipstik,833215,1,Kartu Kredit,Kilat,3,833215
4299,Surabaya,Kemeja,141701,2,COD,Reguler,4.9,283402
4300,Medan,Tas Ransel,512281,3,Kartu Kredit,Same Day,3.8,1536843
4301,Medan,Power Bank,360191,1,COD,Hemat,2,360191
4302,Yogyakarta,Celana Jeans,815903,4,Kartu Kredit,Hemat,4.6,3263612
4303,Bandung,Jam Tangan,130771,1,Kartu Kredit,Reguler,2.2,130771
4304,Denpasar,Sneakers,26163,1,COD,Hemat,2.5,26163
4305,Semarang,Earphone,868503,1,Kartu Kredit,Kilat,1.4,868503
4306,Medan,Parfum,36065,2,ShopeePay,Reguler,4.6,72130
4307,Denpasar,Celana Jeans,404467,2,Kartu Kredit,Same Day,2.1,808934
4308,Bandung,Jam Tangan,785550,3,Transfer Bank,Kilat,2,2356650
4309,Yogyakarta,Parfum,924401,3,Kartu Kredit,Same Day,4.7,2773203
4310,Jakarta,Lipstik,365600,3,ShopeePay,Same Day,4.2,1096800
4311,Semarang,Parfum,517721,3,Transfer Bank,Hemat,1.6,1553163
4312,Surabaya,Kaos,268924,1,ShopeePay,Kilat,4.1,268924
4313,Medan,Celana Jeans,723708,2,Transfer Bank,Kilat,4.7,1447416
4314,Bandung,Kemeja,825586,2,Kartu Kredit,Reguler,1.3,1651172
4315,Jakarta,Power Bank,912135,2,ShopeePay,Kilat,4.3,1824270
4316,Surabaya,Earphone,564517,2,Kartu Kredit,Reguler,3.2,1129034
4317,Makassar,Kemeja,334731,3,Transfer Bank,Kilat,3.7,1004193
4318,Bandung,Jam Tangan,794758,1,ShopeePay,Same Day,3,794758
4319,Bandung,Celana Jeans,331857,2,COD,Reguler,3.8,663714
4320,Surabaya,Power Bank,702357,4,ShopeePay,Kilat,1.1,2809428
4321,Jakarta,Parfum,565389,1,Kartu Kredit,Reguler,4.1,565389
4322,Makassar,Celana Jeans,584679,4,COD,Hemat,1.1,2338716
4323,Denpasar,Parfum,226935,1,COD,Hemat,2.8,226935
4324,Denpasar,Lipstik,92723,1,Transfer Bank,Reguler,1.6,92723
4325,Yogyakarta,Kaos,246293,1,COD,Reguler,4.3,246293
4326,Jakarta,Tas Ransel,210477,4,COD,Same Day,2.3,841908
4327,Semarang,Celana Jeans,186020,2,Transfer Bank,Kilat,2.8,372040
4328,Medan,Jam Tangan,906696,2,ShopeePay,Hemat,2.7,1813392
4329,Surabaya,Parfum,990535,4,Kartu Kredit,Hemat,4.1,3962140
4330,Yogyakarta,Kemeja,320065,2,ShopeePay,Kilat,2.9,640130
4331,Makassar,Lipstik,485787,3,COD,Hemat,4.2,1457361
4332,Surabaya,Jam Tangan,490223,2,Kartu Kredit,Hemat,1.3,980446
4333,Surabaya,Earphone,834892,3,ShopeePay,Reguler,1.8,2504676
4334,Jakarta,Tas Ransel,531174,3,Kartu Kredit,Hemat,3.2,1593522
4335,Medan,Lipstik,434287,3,COD,Hemat,4.8,1302861
4336,Semarang,Kaos,741478,4,ShopeePay,Hemat,1.3,2965912
4337,Denpasar,Tas Ransel,199354,2,Kartu Kredit,Kilat,1.2,398708
4338,Bandung,Parfum,636013,2,Kartu Kredit,Same Day,1.6,1272026
4339,Bandung,Jam Tangan,340589,4,ShopeePay,Reguler,3.6,1362356
4340,Surabaya,Earphone,756427,4,ShopeePay,Same Day,2.6,3025708
4341,Denpasar,Sneakers,364352,2,COD,Hemat,4.3,728704
4342,Denpasar,Kaos,468032,4,Transfer Bank,Hemat,1.3,1872128
4343,Medan,Power Bank,388427,4,Kartu Kredit,Hemat,1.8,1553708
4344,Makassar,Parfum,105779,3,ShopeePay,Same Day,2.2,317337
4345,Makassar,Sneakers,23060,4,ShopeePay,Kilat,3.5,92240
4346,Yogyakarta,Celana Jeans,670094,3,ShopeePay,Kilat,3.7,2010282
4347,Jakarta,Earphone,295875,1,Kartu Kredit,Reguler,1.5,295875
4348,Medan,Kemeja,359974,3,COD,Same Day,4.8,1079922
4349,Medan,Power Bank,660159,3,Transfer Bank,Kilat,2.4,1980477
4350,Jakarta,Jam Tangan,565007,4,Kartu Kredit,Reguler,3.9,2260028
4351,Denpasar,Earphone,984546,2,COD,Hemat,3.1,1969092
4352,Makassar,Tas Ransel,593404,1,Kartu Kredit,Hemat,1.9,593404
4353,Makassar,Lipstik,534583,1,Kartu Kredit,Reguler,4.4,534583
4354,Denpasar,Tas Ransel,570613,1,ShopeePay,Kilat,4.3,570613
4355,Makassar,Tas Ransel,960101,2,COD,Same Day,2.6,1920202
4356,Surabaya,Celana Jeans,34551,1,ShopeePay,Reguler,3.4,34551
4357,Medan,Kaos,375431,1,ShopeePay,Kilat,2,375431
4358,Bandung,Kemeja,306422,2,COD,Reguler,3.8,612844
4359,Jakarta,Power Bank,504405,1,ShopeePay,Kilat,2.2,504405
4360,Makassar,Kaos,35141,4,ShopeePay,Hemat,4.4,140564
4361,Yogyakarta,Earphone,350057,4,Transfer Bank,Reguler,1.9,1400228
4362,Makassar,Tas Ransel,840047,3,COD,Same Day,1.1,2520141
4363,Makassar,Celana Jeans,666346,3,COD,Reguler,2.1,1999038
4364,Semarang,Earphone,738111,3,ShopeePay,Hemat,1.8,2214333
4365,Surabaya,Lipstik,656972,4,ShopeePay,Hemat,3,2627888
4366,Jakarta,Kemeja,309596,4,COD,Kilat,1.8,1238384
4367,Semarang,Power Bank,435941,4,COD,Hemat,4.1,1743764
4368,Semarang,Lipstik,594679,3,Kartu Kredit,Kilat,2,1784037
4369,Yogyakarta,Celana Jeans,664576,3,COD,Hemat,3.8,1993728
4370,Medan,Kemeja,750420,3,Kartu Kredit,Kilat,3.3,2251260
4371,Yogyakarta,Earphone,133535,3,ShopeePay,Same Day,4.9,400605
4372,Medan,Tas Ransel,162770,3,Transfer Bank,Kilat,5,488310
4373,Medan,Tas Ransel,259947,3,Transfer Bank,Kilat,4.5,779841
4374,Jakarta,Parfum,630999,4,Kartu Kredit,Same Day,4,2523996
4375,Makassar,Tas Ransel,884282,2,ShopeePay,Kilat,2.5,1768564
4376,Jakarta,Sneakers,916165,2,ShopeePay,Kilat,4,1832330
4377,Surabaya,Tas Ransel,284509,3,ShopeePay,Same Day,4.8,853527
4378,Medan,Sneakers,772913,2,COD,Hemat,1.1,1545826
4379,Semarang,Jam Tangan,904094,2,ShopeePay,Reguler,3.2,1808188
4380,Makassar,Sneakers,587660,4,COD,Kilat,1.9,2350640
4381,Bandung,Kemeja,588422,3,Kartu Kredit,Hemat,3.2,1765266
4382,Surabaya,Lipstik,844255,3,Transfer Bank,Reguler,2.9,2532765
4383,Jakarta,Kemeja,615446,2,Kartu Kredit,Same Day,3.3,1230892
4384,Yogyakarta,Lipstik,902508,3,ShopeePay,Kilat,3.2,2707524
4385,Surabaya,Parfum,781447,3,ShopeePay,Kilat,4.8,2344341
4386,Surabaya,Jam Tangan,153021,3,Kartu Kredit,Same Day,3.2,459063
